sample,format,dataset,task,trans,feature,label,batch,l_pre,l_mp,l_post,stage,bn,act,drop,agg,optim,lr,epoch,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
epoch,nx,scalefree,graph,True,node_pagerank,graph_path_len,32,2,6,3,skipsum,True,relu,0.3,add,adam,0.001,199,0.517,0.0533,133925.0,0.0244,0.0034,0.781,0.0101,,,,,,,,
epoch,nx,scalefree,graph,True,node_pagerank,graph_path_len,32,2,6,3,skipsum,True,relu,0.3,add,adam,0.001,399,0.4366,0.0758,133925.0,0.0267,0.0037,0.8088,0.0289,,,,,,,,
epoch,nx,scalefree,graph,True,node_pagerank,graph_path_len,32,3,2,1,skipsum,True,prelu,0.6,add,sgd,0.1,99,0.9601,0.1101,134286.0,0.0229,0.0055,0.6438,0.0267,,,,,,,,
epoch,nx,scalefree,graph,True,node_pagerank,graph_path_len,32,3,2,1,skipsum,True,prelu,0.6,add,sgd,0.1,199,0.817,0.0666,134286.0,0.0144,0.0013,0.6667,0.0349,,,,,,,,
epoch,nx,scalefree,graph,True,node_pagerank,graph_path_len,32,3,2,1,skipsum,True,prelu,0.6,add,sgd,0.1,399,0.5537,0.0318,134286.0,0.0212,0.0066,0.7435,0.0023,,,,,,,,
epoch,nx,scalefree,graph,True,node_pagerank,graph_path_len,64,2,6,1,stack,True,relu,0.0,add,sgd,0.01,99,0.6043,0.1012,133829.0,0.0314,0.0033,0.768,0.0384,,,,,,,,
epoch,nx,scalefree,graph,True,node_pagerank,graph_path_len,64,2,6,1,stack,True,relu,0.0,add,sgd,0.01,199,0.6004,0.0763,133829.0,0.0254,0.002,0.781,0.022,,,,,,,,
epoch,nx,scalefree,graph,True,node_pagerank,graph_path_len,64,2,6,1,stack,True,relu,0.0,add,sgd,0.01,399,0.4257,0.0352,133829.0,0.0482,0.0022,0.8219,0.0185,,,,,,,,
epoch,nx,scalefree,graph,True,node_pagerank,graph_path_len,64,3,2,3,skipconcat,False,relu,0.6,max,sgd,0.1,99,1.6076,0.0016,135665.0,0.0207,0.0015,0.2141,0.0092,,,,,,,,
epoch,nx,scalefree,graph,True,node_pagerank,graph_path_len,64,3,2,3,skipconcat,False,relu,0.6,max,sgd,0.1,199,1.6075,0.0014,135665.0,0.0184,0.0029,0.2141,0.0092,,,,,,,,
epoch,nx,scalefree,graph,True,node_pagerank,graph_path_len,64,3,2,3,skipconcat,False,relu,0.6,max,sgd,0.1,399,1.6074,0.0014,135665.0,0.0205,0.0019,0.2141,0.0092,,,,,,,,
epoch,nx,scalefree,node,True,node_clustering_coefficient,node_pagerank,32,2,6,1,skipconcat,True,prelu,0.6,max,sgd,0.1,99,0.7946,0.0054,138690.0,0.0268,0.0054,0.7118,0.0049,,,,,,,,
epoch,nx,scalefree,node,True,node_clustering_coefficient,node_pagerank,32,2,6,1,skipconcat,True,prelu,0.6,max,sgd,0.1,199,0.7129,0.0018,138690.0,0.0303,0.0024,0.7386,0.0009,,,,,,,,
epoch,nx,scalefree,node,True,node_clustering_coefficient,node_pagerank,32,2,6,1,skipconcat,True,prelu,0.6,max,sgd,0.1,399,0.6552,0.0061,138690.0,0.025,0.0027,0.7624,0.0061,,,,,,,,
epoch,nx,scalefree,node,True,node_clustering_coefficient,node_pagerank,64,3,6,2,skipsum,False,swish,0.6,max,adam,0.01,99,0.486,0.011,134920.0,0.0297,0.0031,0.7964,0.0055,,,,,,,,
epoch,nx,scalefree,node,True,node_clustering_coefficient,node_pagerank,64,3,6,2,skipsum,False,swish,0.6,max,adam,0.01,199,0.4565,0.0055,134920.0,0.0297,0.0039,0.8095,0.0028,,,,,,,,
epoch,nx,scalefree,node,True,node_clustering_coefficient,node_pagerank,64,3,6,2,skipsum,False,swish,0.6,max,adam,0.01,399,0.4281,0.0021,134920.0,0.0473,0.0037,0.8233,0.0002,,,,,,,,
epoch,nx,scalefree,node,True,node_clustering_coefficient,node_pagerank,64,3,8,2,skipsum,True,swish,0.6,max,adam,0.1,99,0.4933,0.0091,135056.0,0.0357,0.0023,0.7944,0.0042,,,,,,,,
epoch,nx,scalefree,node,True,node_clustering_coefficient,node_pagerank,64,3,8,2,skipsum,True,swish,0.6,max,adam,0.1,199,0.4546,0.002,135056.0,0.0363,0.0041,0.8097,0.0023,,,,,,,,
epoch,nx,scalefree,node,True,node_clustering_coefficient,node_pagerank,64,3,8,2,skipsum,True,swish,0.6,max,adam,0.1,399,0.4424,0.0076,135056.0,0.0373,0.0029,0.8146,0.0038,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_clustering_coefficient,16,1,2,2,skipsum,False,relu,0.6,mean,adam,0.001,99,1.3045,0.0029,133957.0,0.0395,0.0053,0.4342,0.0041,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_clustering_coefficient,16,1,2,2,skipsum,False,relu,0.6,mean,adam,0.001,199,1.2729,0.0046,133957.0,0.0105,0.0023,0.4429,0.0037,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_clustering_coefficient,16,1,2,2,skipsum,False,relu,0.6,mean,adam,0.001,399,1.2574,0.0008,133957.0,0.035,0.0061,0.4513,0.003,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_clustering_coefficient,32,3,6,3,skipsum,True,prelu,0.6,mean,sgd,0.001,99,1.9289,0.0114,134298.0,0.0233,0.0014,0.2387,0.0034,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_clustering_coefficient,32,3,6,3,skipsum,True,prelu,0.6,mean,sgd,0.001,199,1.6627,0.0029,134298.0,0.0305,0.0035,0.2579,0.0042,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_clustering_coefficient,32,3,6,3,skipsum,True,prelu,0.6,mean,sgd,0.001,399,1.5276,0.0052,134298.0,0.0286,0.003,0.3027,0.0068,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_clustering_coefficient,64,3,6,2,skipsum,True,relu,0.6,add,sgd,0.01,99,1.278,0.003,133925.0,0.0291,0.0027,0.4334,0.0014,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_clustering_coefficient,64,3,6,2,skipsum,True,relu,0.6,add,sgd,0.01,199,1.2197,0.0068,133925.0,0.0584,0.0008,0.4598,0.002,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_clustering_coefficient,64,3,6,2,skipsum,True,relu,0.6,add,sgd,0.01,399,1.175,0.0038,133925.0,0.0316,0.006,0.4716,0.0014,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_pagerank,16,3,6,1,stack,False,prelu,0.3,max,sgd,0.001,99,1.5904,0.0041,134278.0,0.0196,0.0016,0.2575,0.0036,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_pagerank,16,3,6,1,stack,False,prelu,0.3,max,sgd,0.001,199,1.5464,0.0204,134278.0,0.0625,0.006,0.3425,0.0268,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_pagerank,16,3,6,1,stack,False,prelu,0.3,max,sgd,0.001,399,1.1677,0.1052,134278.0,0.0146,0.0007,0.5618,0.0309,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_pagerank,32,2,2,2,skipsum,False,prelu,0.6,max,sgd,0.01,99,0.9515,0.1519,134851.0,0.0408,0.0015,0.5818,0.0635,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_pagerank,32,2,2,2,skipsum,False,prelu,0.6,max,sgd,0.01,199,0.7419,0.0248,134851.0,0.0142,0.0007,0.6771,0.0122,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_pagerank,32,2,2,2,skipsum,False,prelu,0.6,max,sgd,0.01,399,0.6638,0.0048,134851.0,0.0145,0.0003,0.7122,0.0016,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_pagerank,64,1,6,1,skipsum,False,swish,0.6,mean,sgd,0.001,99,1.6108,0.0025,134833.0,0.0315,0.009,0.2146,0.0043,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_pagerank,64,1,6,1,skipsum,False,swish,0.6,mean,sgd,0.001,199,1.6089,0.0017,134833.0,0.0243,0.0035,0.2158,0.0032,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_pagerank,64,1,6,1,skipsum,False,swish,0.6,mean,sgd,0.001,399,1.6019,0.0022,134833.0,0.0227,0.0027,0.2297,0.0037,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_pagerank,64,2,6,1,skipconcat,False,swish,0.3,max,adam,0.1,99,0.9341,0.1091,138065.0,0.0284,0.0034,0.6124,0.0499,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_pagerank,64,2,6,1,skipconcat,False,swish,0.3,max,adam,0.1,199,0.8524,0.1201,138065.0,0.0279,0.0039,0.6523,0.0552,,,,,,,,
epoch,nx,scalefree,node,True,node_const,node_pagerank,64,2,6,1,skipconcat,False,swish,0.3,max,adam,0.1,399,0.7474,0.1259,138065.0,0.0314,0.005,0.7004,0.0539,,,,,,,,
epoch,nx,scalefree,node,True,node_onehot,node_clustering_coefficient,64,3,2,2,skipconcat,False,prelu,0.6,add,sgd,0.001,99,1.5858,0.0006,135030.0,0.0229,0.002,0.2628,0.0008,,,,,,,,
epoch,nx,scalefree,node,True,node_onehot,node_clustering_coefficient,64,3,2,2,skipconcat,False,prelu,0.6,add,sgd,0.001,199,1.5803,0.0016,135030.0,0.0205,0.0006,0.2696,0.0058,,,,,,,,
epoch,nx,scalefree,node,True,node_onehot,node_clustering_coefficient,64,3,2,2,skipconcat,False,prelu,0.6,add,sgd,0.001,399,1.5744,0.0016,135030.0,0.0217,0.0016,0.2757,0.0048,,,,,,,,
epoch,nx,scalefree,node,True,node_onehot,node_pagerank,32,3,2,2,stack,True,swish,0.6,mean,adam,0.001,99,1.3858,0.0027,134118.0,0.019,0.0008,0.385,0.0036,,,,,,,,
epoch,nx,scalefree,node,True,node_onehot,node_pagerank,32,3,2,2,stack,True,swish,0.6,mean,adam,0.001,199,1.1913,0.0023,134118.0,0.0198,0.0025,0.475,0.0024,,,,,,,,
epoch,nx,scalefree,node,True,node_onehot,node_pagerank,32,3,2,2,stack,True,swish,0.6,mean,adam,0.001,399,1.1311,0.0052,134118.0,0.0387,0.0032,0.5065,0.0017,,,,,,,,
epoch,nx,scalefree,node,True,node_onehot,node_pagerank,64,1,4,1,skipsum,False,prelu,0.6,add,sgd,0.1,99,1.4426,0.0145,134851.0,0.0236,0.0025,0.4,0.0127,,,,,,,,
epoch,nx,scalefree,node,True,node_onehot,node_pagerank,64,1,4,1,skipsum,False,prelu,0.6,add,sgd,0.1,199,1.1533,0.085,134851.0,0.027,0.0086,0.525,0.0324,,,,,,,,
epoch,nx,scalefree,node,True,node_onehot,node_pagerank,64,1,4,1,skipsum,False,prelu,0.6,add,sgd,0.1,399,1.1532,0.2367,134851.0,0.0237,0.0029,0.525,0.1182,,,,,,,,
epoch,nx,scalefree,node,True,node_onehot,node_pagerank,64,2,2,1,skipsum,False,prelu,0.6,add,sgd,0.01,99,1.5838,0.0011,133958.0,0.022,0.0006,0.2784,0.0015,,,,,,,,
epoch,nx,scalefree,node,True,node_onehot,node_pagerank,64,2,2,1,skipsum,False,prelu,0.6,add,sgd,0.01,199,1.5584,0.0007,133958.0,0.0202,0.0009,0.328,0.0015,,,,,,,,
epoch,nx,scalefree,node,True,node_onehot,node_pagerank,64,2,2,1,skipsum,False,prelu,0.6,add,sgd,0.01,399,1.4814,0.0027,133958.0,0.0225,0.0044,0.3947,0.0111,,,,,,,,
epoch,nx,scalefree,node,True,node_pagerank,node_clustering_coefficient,16,1,2,3,stack,False,relu,0.0,mean,sgd,0.1,99,1.4167,0.1257,134850.0,0.0302,0.0013,0.3695,0.0759,,,,,,,,
epoch,nx,scalefree,node,True,node_pagerank,node_clustering_coefficient,16,1,2,3,stack,False,relu,0.0,mean,sgd,0.1,199,1.4263,0.1204,134850.0,0.0323,0.004,0.3633,0.0749,,,,,,,,
epoch,nx,scalefree,node,True,node_pagerank,node_clustering_coefficient,16,1,2,3,stack,False,relu,0.0,mean,sgd,0.1,399,1.2742,0.2125,134850.0,0.0097,0.0004,0.4309,0.1141,,,,,,,,
epoch,nx,scalefree,node,True,node_pagerank,node_clustering_coefficient,32,2,6,1,skipconcat,True,swish,0.3,max,adam,0.01,99,0.9272,0.0018,138689.0,0.0549,0.0024,0.6005,0.0031,,,,,,,,
epoch,nx,scalefree,node,True,node_pagerank,node_clustering_coefficient,32,2,6,1,skipconcat,True,swish,0.3,max,adam,0.01,199,0.8791,0.0034,138689.0,0.0234,0.001,0.6203,0.0018,,,,,,,,
epoch,nx,scalefree,node,True,node_pagerank,node_clustering_coefficient,32,2,6,1,skipconcat,True,swish,0.3,max,adam,0.01,399,0.8504,0.002,138689.0,0.0228,0.0017,0.6365,0.0016,,,,,,,,
epoch,nx,smallworld,graph,True,node_clustering_coefficient,graph_path_len,16,1,6,3,stack,True,prelu,0.0,mean,sgd,0.1,99,,,135430.0,0.0164,0.0004,0.2974,0.1295,,,,,,,,
epoch,nx,smallworld,graph,True,node_clustering_coefficient,graph_path_len,16,1,6,3,stack,True,prelu,0.0,mean,sgd,0.1,199,,,135430.0,0.0173,0.0011,0.1912,0.0212,,,,,,,,
epoch,nx,smallworld,graph,True,node_clustering_coefficient,graph_path_len,16,1,6,3,stack,True,prelu,0.0,mean,sgd,0.1,399,,,135430.0,0.0163,0.001,0.1912,0.0212,,,,,,,,
epoch,nx,smallworld,graph,True,node_clustering_coefficient,graph_path_len,32,1,6,1,skipsum,False,swish,0.6,max,sgd,0.1,99,2.5437,0.2403,134833.0,0.016,0.0017,0.4363,0.0327,,,,,,,,
epoch,nx,smallworld,graph,True,node_clustering_coefficient,graph_path_len,32,1,6,1,skipsum,False,swish,0.6,max,sgd,0.1,199,1.8708,0.3445,134833.0,0.017,0.001,0.4249,0.0363,,,,,,,,
epoch,nx,smallworld,graph,True,node_clustering_coefficient,graph_path_len,32,1,6,1,skipsum,False,swish,0.6,max,sgd,0.1,399,1.1249,0.0771,134833.0,0.0184,0.002,0.5082,0.0244,,,,,,,,
epoch,nx,smallworld,graph,True,node_clustering_coefficient,graph_path_len,32,1,8,3,skipsum,False,relu,0.0,add,sgd,0.001,99,0.5109,0.274,135360.0,0.0154,0.0018,0.8023,0.1653,,,,,,,,
epoch,nx,smallworld,graph,True,node_clustering_coefficient,graph_path_len,32,1,8,3,skipsum,False,relu,0.0,add,sgd,0.001,199,0.1562,0.0189,135360.0,0.034,0.0015,0.9575,0.0046,,,,,,,,
epoch,nx,smallworld,graph,True,node_clustering_coefficient,graph_path_len,32,1,8,3,skipsum,False,relu,0.0,add,sgd,0.001,399,0.1065,0.0067,135360.0,0.017,0.0021,0.9771,0.0023,,,,,,,,
epoch,nx,smallworld,graph,True,node_clustering_coefficient,graph_path_len,64,2,4,2,stack,True,prelu,0.3,mean,adam,0.1,99,1.0575,0.0276,134070.0,0.0269,0.0047,0.5441,0.0212,,,,,,,,
epoch,nx,smallworld,graph,True,node_clustering_coefficient,graph_path_len,64,2,4,2,stack,True,prelu,0.3,mean,adam,0.1,199,1.1094,0.1596,134070.0,0.0744,0.0022,0.5196,0.0867,,,,,,,,
epoch,nx,smallworld,graph,True,node_clustering_coefficient,graph_path_len,64,2,4,2,stack,True,prelu,0.3,mean,adam,0.1,399,0.7319,0.078,134070.0,0.0264,0.0019,0.6651,0.0272,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,16,1,4,2,stack,False,swish,0.6,add,adam,0.001,99,0.9591,0.027,134789.0,0.0149,0.0024,0.5359,0.0061,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,16,1,4,2,stack,False,swish,0.6,add,adam,0.001,199,0.9393,0.0556,134789.0,0.0138,0.0016,0.5588,0.0564,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,16,1,4,2,stack,False,swish,0.6,add,adam,0.001,399,0.8045,0.0663,134789.0,0.0339,0.0051,0.6422,0.0212,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,16,1,4,3,skipconcat,False,relu,0.3,max,adam,0.01,99,1.6051,0.002,134942.0,0.013,0.0002,0.2288,0.0115,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,16,1,4,3,skipconcat,False,relu,0.3,max,adam,0.01,199,1.6053,0.0012,134942.0,0.0163,0.0016,0.219,0.0023,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,16,1,4,3,skipconcat,False,relu,0.3,max,adam,0.01,399,1.6052,0.001,134942.0,0.013,0.0008,0.219,0.0023,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,16,3,8,3,skipsum,False,swish,0.0,max,adam,0.1,99,1.6052,0.0012,135350.0,0.0192,0.0006,0.219,0.0023,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,16,3,8,3,skipsum,False,swish,0.0,max,adam,0.1,199,1.6052,0.0012,135350.0,0.0188,0.0026,0.219,0.0023,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,16,3,8,3,skipsum,False,swish,0.0,max,adam,0.1,399,1.6052,0.0012,135350.0,0.0419,0.0009,0.219,0.0023,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,32,1,6,1,skipsum,True,relu,0.0,max,sgd,0.001,99,1.6049,0.0027,134069.0,0.0169,0.0026,0.2173,0.0046,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,32,1,6,1,skipsum,True,relu,0.0,max,sgd,0.001,199,1.607,0.0014,134069.0,0.0167,0.0016,0.2141,0.0046,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,32,1,6,1,skipsum,True,relu,0.0,max,sgd,0.001,399,1.6047,0.0025,134069.0,0.0224,0.0049,0.2239,0.0122,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,64,2,8,2,skipconcat,True,prelu,0.0,mean,adam,0.1,99,1.4272,0.0396,139610.0,0.0309,0.0023,0.3415,0.0101,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,64,2,8,2,skipconcat,True,prelu,0.0,mean,adam,0.1,199,1.46,0.0043,139610.0,0.0407,0.0124,0.3055,0.0185,,,,,,,,
epoch,nx,smallworld,graph,True,node_const,graph_path_len,64,2,8,2,skipconcat,True,prelu,0.0,mean,adam,0.1,399,1.3446,0.083,139610.0,0.0331,0.0027,0.3791,0.0345,,,,,,,,
epoch,nx,smallworld,graph,True,node_pagerank,graph_path_len,32,1,4,2,skipsum,True,relu,0.0,add,sgd,0.01,99,0.3051,0.0437,134118.0,0.0163,0.002,0.8889,0.0221,,,,,,,,
epoch,nx,smallworld,graph,True,node_pagerank,graph_path_len,32,1,4,2,skipsum,True,relu,0.0,add,sgd,0.01,199,0.2773,0.0462,134118.0,0.0381,0.003,0.8938,0.0235,,,,,,,,
epoch,nx,smallworld,graph,True,node_pagerank,graph_path_len,32,1,4,2,skipsum,True,relu,0.0,add,sgd,0.01,399,0.1958,0.0621,134118.0,0.0153,0.0003,0.9347,0.0257,,,,,,,,
epoch,nx,smallworld,graph,True,node_pagerank,graph_path_len,32,1,6,3,skipsum,True,swish,0.3,add,sgd,0.01,99,0.473,0.0557,135429.0,0.0235,0.0058,0.8039,0.0406,,,,,,,,
epoch,nx,smallworld,graph,True,node_pagerank,graph_path_len,32,1,6,3,skipsum,True,swish,0.3,add,sgd,0.01,199,0.3593,0.0406,135429.0,0.0201,0.004,0.8627,0.0281,,,,,,,,
epoch,nx,smallworld,graph,True,node_pagerank,graph_path_len,32,1,6,3,skipsum,True,swish,0.3,add,sgd,0.01,399,0.3723,0.0795,135429.0,0.0243,0.0031,0.8529,0.0424,,,,,,,,
epoch,nx,smallworld,node,True,node_clustering_coefficient,node_pagerank,64,1,2,2,skipconcat,False,prelu,0.0,add,sgd,0.01,99,1.5021,0.0027,135666.0,0.0252,0.0047,0.317,0.005,,,,,,,,
epoch,nx,smallworld,node,True,node_clustering_coefficient,node_pagerank,64,1,2,2,skipconcat,False,prelu,0.0,add,sgd,0.01,199,1.4916,0.0018,135666.0,0.0234,0.0051,0.3326,0.0027,,,,,,,,
epoch,nx,smallworld,node,True,node_clustering_coefficient,node_pagerank,64,1,2,2,skipconcat,False,prelu,0.0,add,sgd,0.01,399,1.4437,0.0066,135666.0,0.0573,0.0044,0.4385,0.0112,,,,,,,,
epoch,nx,smallworld,node,True,node_clustering_coefficient,node_pagerank,64,2,4,3,stack,False,relu,0.0,max,sgd,0.001,99,1.5394,0.0071,134676.0,0.0252,0.0016,0.2998,0.0008,,,,,,,,
epoch,nx,smallworld,node,True,node_clustering_coefficient,node_pagerank,64,2,4,3,stack,False,relu,0.0,max,sgd,0.001,199,1.5158,0.004,134676.0,0.0314,0.0062,0.3066,0.0032,,,,,,,,
epoch,nx,smallworld,node,True,node_clustering_coefficient,node_pagerank,64,2,4,3,stack,False,relu,0.0,max,sgd,0.001,399,1.4986,0.001,134676.0,0.0416,0.002,0.3173,0.001,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_clustering_coefficient,32,3,8,2,skipconcat,True,prelu,0.6,max,sgd,0.01,99,1.5882,0.0029,140834.0,0.0275,0.0013,0.2521,0.0062,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_clustering_coefficient,32,3,8,2,skipconcat,True,prelu,0.6,max,sgd,0.01,199,1.5884,0.0012,140834.0,0.0274,0.0019,0.2506,0.0031,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_clustering_coefficient,32,3,8,2,skipconcat,True,prelu,0.6,max,sgd,0.01,399,1.5853,0.0041,140834.0,0.0261,0.0009,0.2611,0.0048,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_clustering_coefficient,64,1,2,3,skipconcat,True,prelu,0.3,mean,adam,0.001,99,1.5855,0.007,134543.0,0.0623,0.0039,0.2923,0.0032,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_clustering_coefficient,64,1,2,3,skipconcat,True,prelu,0.3,mean,adam,0.001,199,1.508,0.0021,134543.0,0.0299,0.0022,0.3253,0.0058,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_clustering_coefficient,64,1,2,3,skipconcat,True,prelu,0.3,mean,adam,0.001,399,1.4472,0.0139,134543.0,0.0666,0.0047,0.3597,0.0052,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_pagerank,32,2,4,1,skipsum,False,swish,0.0,max,sgd,0.1,99,1.6094,0.0,134789.0,0.0178,0.0038,0.2025,0.0005,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_pagerank,32,2,4,1,skipsum,False,swish,0.0,max,sgd,0.1,199,1.6094,0.0,134789.0,0.0205,0.0024,0.2025,0.0005,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_pagerank,32,2,4,1,skipsum,False,swish,0.0,max,sgd,0.1,399,1.6094,0.0,134789.0,0.016,0.0005,0.2025,0.0005,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_pagerank,64,1,4,3,skipconcat,False,prelu,0.0,max,adam,0.01,99,1.6094,0.0,134943.0,0.0308,0.0036,0.2025,0.0005,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_pagerank,64,1,4,3,skipconcat,False,prelu,0.0,max,adam,0.01,199,1.6094,0.0,134943.0,0.0309,0.0008,0.2025,0.0005,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_pagerank,64,1,4,3,skipconcat,False,prelu,0.0,max,adam,0.01,399,1.6094,0.0,134943.0,0.0239,0.0027,0.2025,0.0005,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_pagerank,64,2,2,2,stack,True,swish,0.3,max,sgd,0.1,99,1.4572,0.0041,134285.0,0.029,0.0015,0.3455,0.002,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_pagerank,64,2,2,2,stack,True,swish,0.3,max,sgd,0.1,199,1.4273,0.0042,134285.0,0.0274,0.0032,0.3567,0.0009,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_pagerank,64,2,2,2,stack,True,swish,0.3,max,sgd,0.1,399,1.3647,0.0058,134285.0,0.032,0.0067,0.3836,0.0029,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_pagerank,64,3,6,3,stack,False,relu,0.6,add,adam,0.01,99,1.5923,0.0242,135360.0,0.0494,0.0072,0.2231,0.0293,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_pagerank,64,3,6,3,stack,False,relu,0.6,add,adam,0.01,199,1.5795,0.0218,135360.0,0.031,0.0039,0.2488,0.034,,,,,,,,
epoch,nx,smallworld,node,True,node_const,node_pagerank,64,3,6,3,stack,False,relu,0.6,add,adam,0.01,399,1.6006,0.0125,135360.0,0.0291,0.0059,0.2143,0.0161,,,,,,,,
epoch,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,16,2,8,2,skipsum,True,relu,0.3,add,adam,0.1,99,1.4491,0.1332,134297.0,0.0453,0.0009,0.3332,0.082,,,,,,,,
epoch,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,16,2,8,2,skipsum,True,relu,0.3,add,adam,0.1,199,1.3784,0.1599,134297.0,0.0436,0.0029,0.3617,0.0915,,,,,,,,
epoch,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,16,2,8,2,skipsum,True,relu,0.3,add,adam,0.1,399,1.4864,0.1676,134297.0,0.0219,0.003,0.2989,0.0946,,,,,,,,
epoch,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,32,1,4,1,skipsum,False,relu,0.0,max,sgd,0.001,99,1.6036,0.0006,134850.0,0.0169,0.0028,0.233,0.0015,,,,,,,,
epoch,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,32,1,4,1,skipsum,False,relu,0.0,max,sgd,0.001,199,1.6027,0.0006,134850.0,0.0176,0.0014,0.233,0.0015,,,,,,,,
epoch,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,32,1,4,1,skipsum,False,relu,0.0,max,sgd,0.001,399,1.6011,0.0007,134850.0,0.031,0.0019,0.233,0.0015,,,,,,,,
epoch,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,32,2,8,2,skipsum,True,swish,0.0,mean,sgd,0.1,99,0.3174,0.0332,134297.0,0.0226,0.0012,0.8903,0.0161,,,,,,,,
epoch,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,32,2,8,2,skipsum,True,swish,0.0,mean,sgd,0.1,199,0.0799,0.008,134297.0,0.0218,0.0002,0.9837,0.003,,,,,,,,
epoch,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,32,2,8,2,skipsum,True,swish,0.0,mean,sgd,0.1,399,0.0136,0.0006,134297.0,0.0222,0.0018,0.9998,0.0,,,,,,,,
epoch,nx,smallworld,node,True,node_onehot,node_pagerank,32,1,4,3,skipconcat,True,relu,0.6,add,adam,0.1,99,0.903,0.0203,135647.0,0.044,0.0033,0.6104,0.0098,,,,,,,,
epoch,nx,smallworld,node,True,node_onehot,node_pagerank,32,1,4,3,skipconcat,True,relu,0.6,add,adam,0.1,199,0.936,0.0169,135647.0,0.0208,0.0008,0.5967,0.0075,,,,,,,,
epoch,nx,smallworld,node,True,node_onehot,node_pagerank,32,1,4,3,skipconcat,True,relu,0.6,add,adam,0.1,399,0.9838,0.0089,135647.0,0.056,0.0099,0.5787,0.0056,,,,,,,,
epoch,nx,smallworld,node,True,node_onehot,node_pagerank,64,3,6,1,skipsum,False,prelu,0.0,add,sgd,0.001,99,1.6033,0.0014,134278.0,0.0246,0.0004,0.2369,0.005,,,,,,,,
